"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@SayraBegum-r5u","false","UgwIeLVYvyRVC1PsQjt4AaABAg","Gak bohong, ＰＵＬＡ𝙪777emang ngasih sensasi cuan tak terbatas.","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","3 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@SayraBegum-r5u","false","Ugx6nopgFI4LByHNtwJ4AaABAg","Baru 10 menit main di𝓟𝓤𝓛𝓐𝓤777langsung meledak hasilnya.","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","3 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@SayraBegum-r5u","false","UgxgkWf6qpag__gVcLl4AaABAg","P͟U͟L͟A͟U͟777emang rajanya JEPE cepat tanpa drama ❤️","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","3 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@SayraBegum-r5u","false","UgyL-JXZHLD27y7Zy814AaABAg","Saldo langsung naik gila-gilaan gara-garaＰＵＬＡ𝙪777.","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","3 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@SayraBegum-r5u","false","Ugw61mDdnCYVynzr4mR4AaABAg","Tadi pagi iseng login ke PU LA U777, hasilnya luar biasa.","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","3 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@ABSSTRIKERS-h7r","false","UgwPJCDPM9A3xVch-5V4AaABAg","😊😊😊","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","3 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@ABSSTRIKERS-h7r","false","UgzQciJkmcyjNGALPxN4AaABAg","😮😮😮","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","3 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@AlifBhuiya-fo1ms","false","UgwWkFOJ7eo9VIHDtbd4AaABAg","Wow 😲","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","4 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@Tanzilislam-h1j5i","false","UgzKH_2b_KH3ywDbMuJ4AaABAg","Coba main modal receh di ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ...ehh malah meledak🤑","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","4 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@Mr.SinatMondol","false","Ugxp8lKNivgWTxNHYdR4AaABAg","Gak nyesel udah percaya sama P͟U͟L͟A͟U͟777.","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@WadiZai-v4w","false","UgylP_ZbMxibL0XXKwh4AaABAg","Bisnis mudah kok. Buktinya. Kaesang   langsung.  Duitnya banyak... Dari  pedagang pisang. Jadi pengusaha dan pemegang  saham di mana mana .   Gibran jualan martabak.  Langsung. Jadi wapres..  ..","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","12 hours ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@rupindamanalu8297","false","UgwnquhQPTwA7gMNzn94AaABAg","Betul dok, ""luck""","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","22 hours ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@DediJaya-s1g","false","UgwyRqOiA_levb9ICdZ4AaABAg","13:44 ada privilege dok...privilege nya imortal😂","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","1 day ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@DediJaya-s1g","false","UgyECQBIJuvKJPCOt-54AaABAg","13:44 ada privilege dok...privilege nya imortal😂","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","1 day ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@kecantikanalamai123","false","UgyA64exiyGV99rRHut4AaABAg","6:00","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","1 day ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@masarieiki7257","false","Ugyaj-ikMy4fwBrx2oZ4AaABAg","Santai pak santai 😂😂😂😂😂😂😂","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","2 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@ririyanderi5474","false","UgybRhhrY_J3FbzewIh4AaABAg","Setuju.. saya pun jadi mulai dari sales & marketing dulu -+ 10tahun baru bisa jadi owner developer property.. sebuah perjalanan yg panjang

klo ada anak muda yg dari nol sukses 1-3th gak percaya klo bukan dr cuci cuci atau titipan😊","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","2 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@tonyydmg7836","false","UgxTp38Dq2bVTWJp6aF4AaABAg","Wejangan yg SANGAT BERMANFAAAT... Thank you Dr. Tirta, Semoga Sehat Selalu dan Bahagia, moga ada NEXT wejangan lainnya lagi yg bisa membangun utk masyarakat 🙏","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","4 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@keluargapejabat78","false","Ugzdb8K1iFkXlwJIoqJ4AaABAg","tp agama mengajarkan.....menikah dulu rejeki menyusul.....atau ada yg bilang anak rejekinya......tp nyatanya banyak perkawinan berantakan Krn ekonomi.......😂😅😂😅😂😅","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","5 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@AkhmadSupriyanto-n3u","false","UgxbwIxnu9MuatAp5KJ4AaABAg","Motivator mmberi ceramah,,inspirator adalah contoh,,,","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","5 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@YozCreator-zZ","false","UgwOJLNT6QGLxJ6c_zN4AaABAg","""nek tidak bisa menghidupi anak e orang lain, jangan buru2 nikah"" cataatttt!!","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","6 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","1"
"@halit-e2k","false","UgyTyWfT1IWh2dsH_Hd4AaABAg","limabalas SOROS yaman begus vivo","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","7 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@bowobrewok7664","false","UgytjJfrinNHfW2Cfmp4AaABAg","28:00 orang arab bangun pada jam 11 12 siang mulai aktivitas pada kaya semua. Silite KOBONG","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","7 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@GMGAUTO2004-p1y","false","UgyGqWkQVsYA6VgUJ_p4AaABAg","Saya bertanya kepada Dr.tirta.....Bagaimana pandangan dokter tentang generasi X pada saat ini yg secara kasat mata terjadi persaingan dg generasi z terutama persaingan dalam bisnis","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","7 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@hanacaraka8907","false","UgxNfGT4WFlnpwe9P6F4AaABAg","Kalo menurut saya, mulai bisnis tidak selalu dengan nilai modal uang tertentu, karena apa? Karena tiap orang punya latar belakang yg berbeda. Jadi bisa jadi ada yg mulia bisnis tanpa modal uang, tapi ada yg baru bisa mulai bisnis dengan modal uang tertentu. So, berbisnis itu adalah berusaha untuk mempunyai penghasilan secara mandiri, salah satunya melalui jalur ""berdagang"" atau jual beli.  Jadi yg bisa mulai silahkan segera mulai  sesuai kemampuannya, bagi yg belum ya cari saat yang pas. Semangat Berusaha!","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","7 days ago (edited)","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@kizyumi-q7g","false","Ugz2O7QFutLQ0tXlR354AaABAg",".","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","7 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@Quest58989","false","UgyDompuIYxUIAgwjT54AaABAg","Motivator itu teori saja. Mereka cari uang dari tamu undangan.","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","8 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@nandajaya8209","false","UgxnLY26AkF2u2NPQGR4AaABAg","privilege lebih menjamin daripada luck, lu anak siapa, keluarga darimana, bahkan cerita manga one piece aja, seorang Mongkey D Luffy bukan orang sembarangan, Kakeknya seorang laksamana, bapaknya pemimpin pasukan revolusi, ya begitulah cara dunia bekerja wkwkwk","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","8 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@AjiAji-w5j6t","false","Ugxcyh-PnyoIRlQIjl14AaABAg","Gw yg generasi sandwich bukan karna ortu pengen tpi mereka udh tua dan g mampu kerja jdi smua gw yg atur dan perkataan dokter sangat benarr kondisi yg kaya gw pasti bisanya survive atau bertahan dengan keadaan","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","8 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@Quest58989","false","UgxhVRUdUPfHxlBCqwB4AaABAg","Saat ini situasi sedang sangat sangat sangat sulit utk pengusaha dan rakyat. Rezim hanya ingin menyenangkan pendukung dengan mengangkatnya sebagai Komisaris, ASN bukan meritocracy. Kebencian kepada pengusaha, rakyat biasa, mahasiswa, akademisi, sangat sangat tajam. Rakyat pun diusir ke yemen. Masih melawan? Siram air keras? Demo? Tandingan demo, bahkan dibayar resmi utk berlawanan demi MBG. Kasus Ijazah yg jelas jelas pelanggaran nya pun tidak di bahas oleh DPR. Total diam DPR. Sama percis Puan dan Gibran, karbitan incompetence yg merasa bapake yg punya negara. 😂😂😂","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","9 days ago (edited)","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@Mr.SinatMondol","false","UgwFv325_BHWB1HxvER4AaABAg","Dari JP kecil sampai gede semua aku dapet dari𝙋𝙐𝙇𝘼𝙪777. ❤️","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgzABTr3yobjIhA0Tcl4AaABAg","Mengisi harimu lebih indah diＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ...check google❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","Ugw3QpM6mEQxzDZ0yph4AaABAg","Aman terpercaya peminat terbanyakＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩdi Indonesia💛","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","Ugxd0KoODkbuN2fAl_94AaABAg","Terpopuler menang berapapun di bayarＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩMember baru pasti jepee💛","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgydUVMMTnYqZEnuKwZ4AaABAg","peminat terbanyakＢＡ Ｎ Ｔ Ｅ Ｎ ＧＨ Ｏ ＫＩdi Indonesia❤bukan hanya kata tapi nyata menyala 🥰","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgzvUeVpLfmv5prDXe14AaABAg","peminat terbanyakＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩdi Indonesia❤Bukti nyata psti jepee🥰","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgwTjNGMN9vHquV8mht4AaABAg","Coba main modal receh di ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩehh malah meledak🤑","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","Ugx35vUzDKFQp8KHzkp4AaABAg","peminat terbanyakＢ Ａ Ｎ Ｔ Ｅ Ｎ ＧＨ Ｏ ＫＩdi Indonesia❤bukan hanya kata tapi nyata menyala 🥰","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgwwITl7fjwXcqI8KPB4AaABAg","peminat terbanyakＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩdi Indonesia❤Bukti nyata psti jepee🥰","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","Ugx0Iv7H77ylXyP0eBZ4AaABAg","peminat terbanyakＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩdi Indonesia❤Bukti nyata psti jepee🥰","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgxwyOxv9wcOSG_S-0t4AaABAg","Coba main modal receh di ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ...ehh malah meledak🤑","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgxHqsWUU0Js7m6-GZB4AaABAg","Mengisi harimu lebih indah diＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ...check google❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgwEHnzqOXbw7zUFd3F4AaABAg","Terpopuler ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ Member baru pasti jepee❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","Ugxn0L_C62wddGz6cEd4AaABAg","ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ..Gachorrrr nya kebangetan plssss❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgzgZqiJNSbtQep587R4AaABAg","ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ..Banyak bonus member auto betah❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgwtWfieaax7A0PTzXt4AaABAg","ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ..Member baru pasti jepe❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","UgwSU6GHHLaFBpXaaWt4AaABAg","ＢＡＮ Ｔ ＥＮ ＧＨ Ｏ ＫＩ menang lebih mudah❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@shis.bhai.yt_01","false","Ugy_0_csz2RPpqPU1CN4AaABAg","Terpopuler BA N T EN GH OKI Member baru pasti jepee❤","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@AbuHussain-z3n6q","false","UgxkPiNvEsc8CwYyYi14AaABAg","PU LA U777emang gak pernah zonk, hasilnya selalu nyata.","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@AbuHussain-z3n6q","false","UgxHcW2Wbj_9UwggInF4AaABAg","Setiap main pasti ada aja rezeki baru dari𝓟𝓤𝓛𝓐𝓤777.","139","false","https://youtu.be/MVuvPzJNnjk?si=7jqa11tlcueolw2","5 hours ago","0",,"RAHASIA SUKSES YANG BISA DIRENCANAKAN | #MINDPLUS EPS.11","comment","MVuvPzJNnjk","0"
"@afdhalmuhammad7198","false","UgxvBbgyJxKszPpikAl4AaABAg","Saldo kosong
Semua kosong
😂😂😂😂","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","9 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@inayahnuraini7745","false","UgyKQj6Z2P0KypCmPIp4AaABAg","Video yang udah saya putar berkali-kali kalo lagi butuh tamparan dari Dokter Tirtawon. Aku sarjana pendidikan,26thn belum nikah, saat ini kerja sebagai karyawan swasta dan udah setahun nyambi merintis kolam pemancingan ikan bawal. Mental tergembleng banget ditengah ketidakpastian usaha. Oleh karena itu pantang resign, kalo blm ada back up kuat dan mending double job. Usaha udah mau setahun, badainya makin kenceng. fokus saat ini adalah bertahan, operasional jalan, tanpa utang. Banyak nasihat bisnis yang aku praktekan dokter tawon ini. Salah satunya bahwa kalimat ""Rezeki sudah ada yang ngatur"" Terasa menenangkan ketika diri kita sudah ikhtiar. Mantapp dokk","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","9 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@violettargovytzkaya","false","UgwikZQViAoY6-TUxl94AaABAg","Penting banget tuh buat bisnis, gap of knowledge biar paham permintaan yg perlu di-supply.","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","10 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@gorul925","false","UgwqCel8Tshe2eEMFft4AaABAg","Gokss abis lanjutkan boss. Omongane step by step tingkatkan lg pedesnya, lumayan buat revil bahan pelumas🫀🧠💥","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","10 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@nexuz_truth","false","Ugwxsqxx_2amymawKXR4AaABAg","Ingin jadi pengusaha untuk memulai dari kecil dulu, dan lama lama bisa menjadi besar usahanya, bisa memikiki pangsa pasar yang besar seiring berjalannya waktu, pengalaman.

Dan juga ingin mencoba siapa tau bisa sukses di usia muda agar bisa finansial stable untuk keluarga dan bisa jlcepat mendapatkan jodoh","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","11 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@mahel2d","false","UgzrmwCzOyJKN-_mrph4AaABAg","""Dan angan buru-buru nikah ya kalau nggak punya uang, kalian yang akan menciptakan kemiskinan yang lain"" 🔥🔥","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","11 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@bagasabiyyu3176","false","UgxAddReLNYA54ysV7V4AaABAg","Betul dok. Sy umur 26 tahun dan uang sudah 1M","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","12 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@vanylaagista","false","UgxTAKkRLTeigsuWKMl4AaABAg","Sukaaaaa❤❤","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","13 days ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@Goldenstaff-u1z","false","UgzCYsSiJJ8MR1BdWQV4AaABAg","GK punya bapak","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","2 weeks ago","0",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
"@hendrikprayoga-525","false","UgzE0jF7o7FCknfDR9R4AaABAg","UMURKU 25 MERASA TELAT MENGEJAR SEMUA NYA APA SALAH GUYS","3865","false","https://www.youtube.com/watch?v=eOwtRnJemrg","2 weeks ago","1",,"Baru Lulus Udah Pengen Buka Bisnis?","comment","eOwtRnJemrg","0"
